"",x,y,ph
3770,-1.5,1.5,24
3771,-1.5,1.5,33
3772,-1.5,1.5,30
3773,-1.5,1.5,21
3774,-1.5,1.5,24
3775,-1.5,1.5,19
3776,-1.5,1.5,23
3777,-1.5,1.5,16
3778,-1.5,1.5,32
3779,-1.5,1.5,39
3780,-1.5,1.5,28
3781,-1.5,1.5,27
3782,-1.5,1.5,27
3783,-1.5,1.5,30
3784,-1.5,1.5,28
3785,-1.5,1.5,22
3786,-1.5,1.5,25
3787,-1.5,1.5,27
3788,-1.5,1.5,25
3789,-1.5,1.5,19
3790,-1.5,1.5,23
3791,-1.5,1.5,20
3792,-1.5,1.5,35
3793,-1.5,1.5,20
3794,-1.5,1.5,32
3795,-1.5,1.5,26
3796,-1.5,1.5,22
3797,-1.5,1.5,21
3798,-1.5,1.5,32
3799,-1.5,1.5,34
3800,-1.5,1.5,20
3801,-1.5,1.5,22
3802,-1.5,1.5,20
3803,-1.5,1.5,23
3804,-1.5,1.5,29
3805,-1.5,1.5,16
3806,-1.5,1.5,19
3807,-1.5,1.5,37
3808,-1.5,1.5,31
3809,-1.5,1.5,30
3810,-1.5,1.5,31
3811,-1.5,1.5,28
3812,-1.5,1.5,28
3813,-1.5,1.5,20
3814,-1.5,1.5,32
3815,-1.5,1.5,24
3816,-1.5,1.5,22
3817,-1.5,1.5,18
3818,-1.5,1.5,26
3819,-1.5,1.5,26
3820,-1.5,1.5,29
3821,-1.5,1.5,27
3822,-1.5,1.5,23
3823,-1.5,1.5,20
3824,-1.5,1.5,28
3825,-1.5,1.5,28
3826,-1.5,1.5,27
3827,-1.5,1.5,25
3828,-1.5,1.5,29
3829,-1.5,1.5,22
3830,-1.5,1.5,37
3831,-1.5,1.5,18
3832,-1.5,1.5,26
3833,-1.5,1.5,30
3834,-1.5,1.5,28
3835,-1.5,1.5,21
3836,-1.5,1.5,20
3837,-1.5,1.5,19
3838,-1.5,1.5,21
3839,-1.5,1.5,23
3840,-1.5,1.5,26
3841,-1.5,1.5,22
3842,-1.5,1.5,14
3843,-1.5,1.5,16
3844,-1.5,1.5,19
3845,-1.5,1.5,19
3846,-1.5,1.5,32
3847,-1.5,1.5,33
3848,-1.5,1.5,21
3849,-1.5,1.5,26
3850,-1.5,1.5,25
3851,-1.5,1.5,35
3852,-1.5,1.5,18
3853,-1.5,1.5,27
3854,-1.5,1.5,25
3855,-1.5,1.5,29
3856,-1.5,1.5,29
3857,-1.5,1.5,34
3858,-1.5,1.5,20
3859,-1.5,1.5,28
3860,-1.5,1.5,31
3861,-1.5,1.5,31
3862,-1.5,1.5,20
3863,-1.5,1.5,35
3864,-1.5,1.5,19
3865,-1.5,1.5,25
3866,-1.5,1.5,41
3867,-1.5,1.5,31
3868,-1.5,1.5,34
3869,-1.5,1.5,19
3870,-1.5,1.5,21
3871,-1.5,1.5,27
3872,-1.5,1.5,32
3873,-1.5,1.5,30
3874,-1.5,1.5,25
3875,-1.5,1.5,32
3876,-1.5,1.5,23
3877,-1.5,1.5,15
3878,-1.5,1.5,22
3879,-1.5,1.5,30
3880,-1.5,1.5,31
3881,-1.5,1.5,27
3882,-1.5,1.5,21
3883,-1.5,1.5,20
3884,-1.5,1.5,26
3885,-1.5,1.5,28
3886,-1.5,1.5,43
3887,-1.5,1.5,46
3888,-1.5,1.5,38
3889,-1.5,1.5,26
3890,-1.5,1.5,27
3891,-1.5,1.5,20
3892,-1.5,1.5,25
3893,-1.5,1.5,30
3894,-1.5,1.5,34
3895,-1.5,1.5,26
3896,-1.5,1.5,29
3897,-1.5,1.5,20
3898,-1.5,1.5,25
3899,-1.5,1.5,29
3900,-1.5,1.5,26
3901,-1.5,1.5,28
3902,-1.5,1.5,32
3903,-1.5,1.5,27
3904,-1.5,1.5,21
3905,-1.5,1.5,27
3906,-1.5,1.5,21
3907,-1.5,1.5,20
3908,-1.5,1.5,25
3909,-1.5,1.5,36
3910,-1.5,1.5,24
3911,-1.5,1.5,25
3912,-1.5,1.5,20
3913,-1.5,1.5,27
3914,-1.5,1.5,26
3915,-1.5,1.5,27
3916,-1.5,1.5,31
3917,-1.5,1.5,39
3918,-1.5,1.5,21
3919,-1.5,1.5,21
3920,-1.5,1.5,25
3921,-1.5,1.5,37
3922,-1.5,1.5,25
3923,-1.5,1.5,15
3924,-1.5,1.5,26
3925,-1.5,1.5,36
3926,-1.5,1.5,27
3927,-1.5,1.5,27
3928,-1.5,1.5,30
3929,-1.5,1.5,24
3930,-1.5,1.5,25
3931,-1.5,1.5,22
3932,-1.5,1.5,20
3933,-1.5,1.5,25
3934,-1.5,1.5,24
3935,-1.5,1.5,21
3936,-1.5,1.5,25
3937,-1.5,1.5,23
3938,-1.5,1.5,24
3939,-1.5,1.5,28
3940,-1.5,1.5,24
3941,-1.5,1.5,38
3942,-1.5,1.5,26
3943,-1.5,1.5,35
3944,-1.5,1.5,30
3945,-1.5,1.5,26
3946,-1.5,1.5,27
3947,-1.5,1.5,18
3948,-1.5,1.5,27
3949,-1.5,1.5,21
3950,-1.5,1.5,29
3951,-1.5,1.5,36
3952,-1.5,1.5,26
3953,-1.5,1.5,28
3954,-1.5,1.5,29
3955,-1.5,1.5,24
3956,-1.5,1.5,32
3957,-1.5,1.5,23
3958,-1.5,1.5,23
3959,-1.5,1.5,26
3960,-1.5,1.5,36
3961,-1.5,1.5,17
3962,-1.5,1.5,23
3963,-1.5,1.5,26
3964,-1.5,1.5,34
3965,-1.5,1.5,26
3966,-1.5,1.5,17
3967,-1.5,1.5,24
3968,-1.5,1.5,21
3969,-1.5,1.5,30
3970,-1.5,1.5,26
3971,-1.5,1.5,33
3972,-1.5,1.5,33
3973,-1.5,1.5,31
3974,-1.5,1.5,34
3975,-1.5,1.5,23
3976,-1.5,1.5,21
3977,-1.5,1.5,28
3978,-1.5,1.5,25
3979,-1.5,1.5,26
3980,-1.5,1.5,31
3981,-1.5,1.5,24
3982,-1.5,1.5,26
3983,-1.5,1.5,32
3984,-1.5,1.5,30
3985,-1.5,1.5,24
3986,-1.5,1.5,33
3987,-1.5,1.5,30
3988,-1.5,1.5,26
3989,-1.5,1.5,27
3990,-1.5,1.5,23
3991,-1.5,1.5,22
3992,-1.5,1.5,25
3993,-1.5,1.5,30
3994,-1.5,1.5,25
3995,-1.5,1.5,29
3996,-1.5,1.5,25
3997,-1.5,1.5,28
3998,-1.5,1.5,22
3999,-1.5,1.5,28
4000,-1.5,1.5,29
4001,-1.5,1.5,31
4002,-1.5,1.5,30
4003,-1.5,1.5,31
4004,-1.5,1.5,25
4005,-1.5,1.5,18
4006,-1.5,1.5,29
4007,-1.5,1.5,24
4008,-1.5,1.5,27
4009,-1.5,1.5,25
4010,-1.5,1.5,28
4011,-1.5,1.5,23
4012,-1.5,1.5,23
4013,-1.5,1.5,23
4014,-1.5,1.5,21
4015,-1.5,1.5,27
4016,-1.5,1.5,35
4017,-0.5,1.5,34
4018,-0.5,1.5,43
4019,-0.5,1.5,32
4020,-0.5,1.5,33
4021,-0.5,1.5,33
4022,-0.5,1.5,44
4023,-0.5,1.5,20
4024,-0.5,1.5,31
4025,-0.5,1.5,40
4026,-0.5,1.5,42
4027,-0.5,1.5,32
4028,-0.5,1.5,39
4029,-0.5,1.5,46
4030,-0.5,1.5,49
4031,-0.5,1.5,41
4032,-0.5,1.5,48
4033,-0.5,1.5,31
4034,-0.5,1.5,37
4035,-0.5,1.5,38
4036,-0.5,1.5,35
4037,-0.5,1.5,28
4038,-0.5,1.5,34
4039,-0.5,1.5,59
4040,-0.5,1.5,45
4041,-0.5,1.5,40
4042,-0.5,1.5,52
4043,-0.5,1.5,38
4044,-0.5,1.5,35
4045,-0.5,1.5,34
4046,-0.5,1.5,32
4047,-0.5,1.5,33
4048,-0.5,1.5,33
4049,-0.5,1.5,42
4050,-0.5,1.5,38
4051,-0.5,1.5,47
4052,-0.5,1.5,48
4053,-0.5,1.5,36
4054,-0.5,1.5,29
4055,-0.5,1.5,37
4056,-0.5,1.5,34
4057,-0.5,1.5,30
4058,-0.5,1.5,38
4059,-0.5,1.5,42
4060,-0.5,1.5,36
4061,-0.5,1.5,34
4062,-0.5,1.5,50
4063,-0.5,1.5,40
4064,-0.5,1.5,50
4065,-0.5,1.5,43
4066,-0.5,1.5,43
4067,-0.5,1.5,17
4068,-0.5,1.5,34
4069,-0.5,1.5,41
4070,-0.5,1.5,33
4071,-0.5,1.5,39
4072,-0.5,1.5,44
4073,-0.5,1.5,29
4074,-0.5,1.5,41
4075,-0.5,1.5,31
4076,-0.5,1.5,35
4077,-0.5,1.5,28
4078,-0.5,1.5,38
4079,-0.5,1.5,42
4080,-0.5,1.5,33
4081,-0.5,1.5,49
4082,-0.5,1.5,28
4083,-0.5,1.5,38
4084,-0.5,1.5,30
4085,-0.5,1.5,49
4086,-0.5,1.5,35
4087,-0.5,1.5,27
4088,-0.5,1.5,35
4089,-0.5,1.5,42
4090,-0.5,1.5,43
4091,-0.5,1.5,33
4092,-0.5,1.5,38
4093,-0.5,1.5,28
4094,-0.5,1.5,44
4095,-0.5,1.5,27
4096,-0.5,1.5,31
4097,-0.5,1.5,35
4098,-0.5,1.5,38
4099,-0.5,1.5,33
4100,-0.5,1.5,33
4101,-0.5,1.5,35
4102,-0.5,1.5,39
4103,-0.5,1.5,37
4104,-0.5,1.5,31
4105,-0.5,1.5,32
4106,-0.5,1.5,40
4107,-0.5,1.5,37
4108,-0.5,1.5,34
4109,-0.5,1.5,28
4110,-0.5,1.5,32
4111,-0.5,1.5,34
4112,-0.5,1.5,35
4113,-0.5,1.5,40
4114,-0.5,1.5,33
4115,-0.5,1.5,31
4116,-0.5,1.5,38
4117,-0.5,1.5,38
4118,-0.5,1.5,35
4119,-0.5,1.5,31
4120,-0.5,1.5,33
4121,-0.5,1.5,33
4122,-0.5,1.5,22
4123,-0.5,1.5,41
4124,-0.5,1.5,46
4125,-0.5,1.5,46
4126,-0.5,1.5,33
4127,-0.5,1.5,24
4128,-0.5,1.5,34
4129,-0.5,1.5,37
4130,-0.5,1.5,35
4131,-0.5,1.5,47
4132,-0.5,1.5,30
4133,-0.5,1.5,25
4134,-0.5,1.5,33
4135,-0.5,1.5,31
4136,-0.5,1.5,36
4137,-0.5,1.5,34
4138,-0.5,1.5,50
4139,-0.5,1.5,37
4140,-0.5,1.5,23
4141,-0.5,1.5,33
4142,-0.5,1.5,34
4143,-0.5,1.5,48
4144,-0.5,1.5,34
4145,-0.5,1.5,30
4146,-0.5,1.5,31
4147,-0.5,1.5,35
4148,-0.5,1.5,37
4149,-0.5,1.5,37
4150,-0.5,1.5,38
4151,-0.5,1.5,35
4152,-0.5,1.5,38
4153,-0.5,1.5,36
4154,-0.5,1.5,33
4155,-0.5,1.5,37
4156,-0.5,1.5,24
4157,-0.5,1.5,32
4158,-0.5,1.5,34
4159,-0.5,1.5,29
4160,-0.5,1.5,41
4161,-0.5,1.5,44
4162,-0.5,1.5,35
4163,-0.5,1.5,30
4164,-0.5,1.5,41
4165,-0.5,1.5,34
4166,-0.5,1.5,41
4167,-0.5,1.5,34
4168,-0.5,1.5,34
4169,-0.5,1.5,34
4170,-0.5,1.5,36
4171,-0.5,1.5,42
4172,-0.5,1.5,34
4173,-0.5,1.5,35
4174,-0.5,1.5,32
4175,-0.5,1.5,29
4176,-0.5,1.5,32
4177,-0.5,1.5,44
4178,-0.5,1.5,30
4179,-0.5,1.5,39
4180,-0.5,1.5,25
4181,-0.5,1.5,40
4182,-0.5,1.5,30
4183,-0.5,1.5,34
4184,-0.5,1.5,33
4185,-0.5,1.5,43
4186,-0.5,1.5,40
4187,-0.5,1.5,42
4188,-0.5,1.5,35
4189,-0.5,1.5,37
4190,-0.5,1.5,41
4191,-0.5,1.5,49
4192,-0.5,1.5,21
4193,-0.5,1.5,35
4194,-0.5,1.5,29
4195,-0.5,1.5,34
4196,-0.5,1.5,36
4197,-0.5,1.5,34
4198,-0.5,1.5,24
4199,-0.5,1.5,37
4200,-0.5,1.5,40
4201,-0.5,1.5,41
4202,-0.5,1.5,29
4203,-0.5,1.5,33
4204,-0.5,1.5,34
4205,-0.5,1.5,39
4206,-0.5,1.5,43
4207,-0.5,1.5,29
4208,-0.5,1.5,25
4209,-0.5,1.5,47
4210,-0.5,1.5,39
4211,-0.5,1.5,38
4212,-0.5,1.5,31
4213,-0.5,1.5,38
4214,-0.5,1.5,34
4215,-0.5,1.5,41
4216,-0.5,1.5,33
4217,-0.5,1.5,30
4218,-0.5,1.5,24
4219,-0.5,1.5,44
4220,-0.5,1.5,35
4221,-0.5,1.5,29
4222,-0.5,1.5,32
4223,-0.5,1.5,33
4224,-0.5,1.5,28
4225,-0.5,1.5,36
4226,-0.5,1.5,33
4227,-0.5,1.5,26
4228,-0.5,1.5,28
4229,-0.5,1.5,39
4230,-0.5,1.5,39
4231,-0.5,1.5,29
4232,-0.5,1.5,30
4233,-0.5,1.5,32
4234,-0.5,1.5,28
4235,-0.5,1.5,36
4236,-0.5,1.5,28
4237,-0.5,1.5,41
4238,-0.5,1.5,31
4239,-0.5,1.5,35
4240,-0.5,1.5,45
4241,-0.5,1.5,21
4242,-0.5,1.5,25
4243,-0.5,1.5,36
4244,-0.5,1.5,35
4245,-0.5,1.5,43
4246,-0.5,1.5,40
4247,-0.5,1.5,32
4248,-0.5,1.5,32
4249,-0.5,1.5,33
4250,-0.5,1.5,35
4251,-0.5,1.5,39
4252,-0.5,1.5,43
4253,-0.5,1.5,30
4254,-0.5,1.5,39
4255,-0.5,1.5,36
4256,-0.5,1.5,41
4257,-0.5,1.5,32
4258,-0.5,1.5,31
4259,-0.5,1.5,32
4260,-0.5,1.5,36
4261,-0.5,1.5,25
4262,-0.5,1.5,32
4263,-0.5,1.5,36
4264,-0.5,1.5,28
4265,-0.5,1.5,23
4266,-0.5,1.5,28
4267,-0.5,1.5,26
4268,-0.5,1.5,37
4269,-0.5,1.5,39
4270,-0.5,1.5,32
4271,-0.5,1.5,20
4272,-0.5,1.5,35
4273,-0.5,1.5,43
4274,-0.5,1.5,29
4275,-0.5,1.5,26
4276,-0.5,1.5,30
4277,-0.5,1.5,31
4278,-0.5,1.5,32
4279,-0.5,1.5,24
4280,-0.5,1.5,33
4281,-0.5,1.5,36
4282,-0.5,1.5,29
4283,-0.5,1.5,30
4284,-0.5,1.5,25
4285,-0.5,1.5,35
4286,-0.5,1.5,31
4287,-0.5,1.5,30
4288,-0.5,1.5,32
4289,-0.5,1.5,32
4290,-0.5,1.5,33
4291,-0.5,1.5,35
4292,-0.5,1.5,32
4293,-0.5,1.5,34
4294,-0.5,1.5,31
4295,-0.5,1.5,37
4296,-0.5,1.5,37
4297,-0.5,1.5,31
4298,-0.5,1.5,29
4299,-0.5,1.5,38
4300,-0.5,1.5,31
4301,-0.5,1.5,30
4302,-0.5,1.5,43
4303,-0.5,1.5,36
4304,-0.5,1.5,25
4305,-0.5,1.5,26
4306,-0.5,1.5,43
4307,-0.5,1.5,24
4308,-0.5,1.5,38
4309,-0.5,1.5,39
4310,-0.5,1.5,38
4311,-0.5,1.5,28
4312,-0.5,1.5,27
4313,-0.5,1.5,35
4314,-0.5,1.5,40
4315,-0.5,1.5,32
4316,-0.5,1.5,32
4317,-0.5,1.5,30
4318,-0.5,1.5,30
4319,-0.5,1.5,34
4320,-0.5,1.5,26
4321,-0.5,1.5,37
4322,-0.5,1.5,45
4323,-0.5,1.5,39
4324,-0.5,1.5,29
4325,-0.5,1.5,24
4326,-0.5,1.5,26
4327,-0.5,1.5,39
4328,-0.5,1.5,36
4329,-0.5,1.5,34
4330,-0.5,1.5,39
4331,-0.5,1.5,31
4332,-0.5,1.5,32
4333,-0.5,1.5,25
4334,-0.5,1.5,43
4335,-0.5,1.5,38
4336,-0.5,1.5,57
4337,-0.5,1.5,34
4338,-0.5,1.5,41
4339,-0.5,1.5,29
4340,-0.5,1.5,37
4341,-0.5,1.5,38
4342,-0.5,1.5,20
4343,-0.5,1.5,30
4344,-0.5,1.5,22
4345,-0.5,1.5,41
4346,-0.5,1.5,32
4347,-0.5,1.5,29
4348,-0.5,1.5,39
4349,-0.5,1.5,23
4350,-0.5,1.5,28
4351,-0.5,1.5,33
4352,-0.5,1.5,28
4353,-0.5,1.5,38
4354,-0.5,1.5,25
4355,-0.5,1.5,30
4356,-0.5,1.5,32
4357,-0.5,1.5,36
4358,-0.5,1.5,28
4359,-0.5,1.5,34
4360,-0.5,1.5,24
4361,-0.5,1.5,41
4362,-0.5,1.5,27
4363,-0.5,1.5,32
4364,-0.5,1.5,41
4365,-0.5,1.5,29
4366,-0.5,1.5,28
4367,-0.5,1.5,27
4368,-0.5,1.5,30
4369,-0.5,1.5,45
4370,-0.5,1.5,29
4371,-0.5,1.5,31
4372,-0.5,1.5,38
4373,-0.5,1.5,27
4374,-0.5,1.5,31
4375,-0.5,1.5,37
4376,-0.5,1.5,27
4377,-0.5,1.5,36
4378,-0.5,1.5,25
4379,-0.5,1.5,23
4380,-0.5,1.5,33
4381,-0.5,1.5,27
4382,-0.5,1.5,29
4383,-0.5,1.5,28
4384,-0.5,1.5,33
4385,-0.5,1.5,31
4386,-0.5,1.5,37
4387,-0.5,1.5,31
4388,-0.5,1.5,45
4389,-0.5,1.5,25
4390,-0.5,1.5,32
4391,-0.5,1.5,33
4392,-0.5,1.5,32
4393,-0.5,1.5,35
4394,-0.5,1.5,28
4395,-0.5,1.5,38
4396,-0.5,1.5,34
4397,-0.5,1.5,35
4398,-0.5,1.5,27
4399,-0.5,1.5,25
4400,-0.5,1.5,31
4401,-0.5,1.5,35
4402,-0.5,1.5,37
4403,-0.5,1.5,28
4404,-0.5,1.5,33
4405,-0.5,1.5,19
4406,-0.5,1.5,23
4407,-0.5,1.5,24
4408,-0.5,1.5,38
4409,-0.5,1.5,27
4410,-0.5,1.5,28
4411,-0.5,1.5,30
4412,-0.5,1.5,47
4413,-0.5,1.5,25
4414,-0.5,1.5,28
4415,-0.5,1.5,23
4416,-0.5,1.5,49
4417,-0.5,1.5,35
4418,-0.5,1.5,38
4419,-0.5,1.5,32
4420,-0.5,1.5,29
4421,-0.5,1.5,25
4422,-0.5,1.5,26
4423,-0.5,1.5,27
4424,-0.5,1.5,27
4425,-0.5,1.5,26
4426,-0.5,1.5,41
4427,-0.5,1.5,30
4428,-0.5,1.5,34
4429,-0.5,1.5,32
4430,-0.5,1.5,33
4431,-0.5,1.5,27
4432,-0.5,1.5,26
4433,-0.5,1.5,36
4434,-0.5,1.5,35
4435,-0.5,1.5,35
4436,-0.5,1.5,26
4437,-0.5,1.5,37
4438,-0.5,1.5,33
4439,-0.5,1.5,29
4440,-0.5,1.5,32
4441,-0.5,1.5,41
4442,-0.5,1.5,33
4443,-0.5,1.5,37
4444,-0.5,1.5,29
4445,-0.5,1.5,23
4446,-0.5,1.5,26
4447,-0.5,1.5,30
4448,-0.5,1.5,34
4449,-0.5,1.5,33
4450,-0.5,1.5,35
4451,-0.5,1.5,27
4452,-0.5,1.5,37
4453,-0.5,1.5,28
4454,-0.5,1.5,35
4455,-0.5,1.5,36
4456,-0.5,1.5,27
4457,-0.5,1.5,35
4458,-0.5,1.5,30
4459,-0.5,1.5,27
4460,-0.5,1.5,35
4461,-0.5,1.5,41
4462,-0.5,1.5,40
4463,-0.5,1.5,41
4464,-0.5,1.5,31
4465,-0.5,1.5,26
4466,-0.5,1.5,38
4467,-0.5,1.5,53
4468,-0.5,1.5,34
4469,-0.5,1.5,32
4470,-0.5,1.5,34
4471,-0.5,1.5,35
4472,-0.5,1.5,33
4473,-0.5,1.5,32
4474,-0.5,1.5,30
4475,-0.5,1.5,34
4476,-0.5,1.5,38
4477,-0.5,1.5,30
4478,-0.5,1.5,32
4479,-0.5,1.5,21
4480,-0.5,1.5,26
4481,-0.5,1.5,29
4482,-0.5,1.5,38
4483,-0.5,1.5,29
4484,-0.5,1.5,30
4485,-0.5,1.5,41
4486,-0.5,1.5,34
4487,-0.5,1.5,28
4488,-0.5,1.5,47
4489,-0.5,1.5,34
4490,-0.5,1.5,28
4491,-0.5,1.5,28
4492,-0.5,1.5,31
4493,-0.5,1.5,36
4494,-0.5,1.5,27
4495,-0.5,1.5,37
4496,-0.5,1.5,31
4497,-0.5,1.5,33
4498,-0.5,1.5,32
4499,-0.5,1.5,30
4500,-0.5,1.5,38
4501,-0.5,1.5,29
4502,-0.5,1.5,32
4503,-0.5,1.5,31
4504,-0.5,1.5,35
4505,-0.5,1.5,32
4506,-0.5,1.5,24
4507,-0.5,1.5,29
4508,-0.5,1.5,36
4509,-0.5,1.5,29
4510,-0.5,1.5,22
4511,-0.5,1.5,32
4512,-0.5,1.5,33
4513,-0.5,1.5,27
4514,-0.5,1.5,30
4515,-0.5,1.5,25
4516,-0.5,1.5,34
4517,-0.5,1.5,29
4518,-0.5,1.5,28
4519,0.5,1.5,28
4520,0.5,1.5,40
4521,0.5,1.5,29
4522,0.5,1.5,37
4523,0.5,1.5,35
4524,0.5,1.5,45
4525,0.5,1.5,31
4526,0.5,1.5,44
4527,0.5,1.5,45
4528,0.5,1.5,36
4529,0.5,1.5,37
4530,0.5,1.5,43
4531,0.5,1.5,36
4532,0.5,1.5,51
4533,0.5,1.5,46
4534,0.5,1.5,42
4535,0.5,1.5,46
4536,0.5,1.5,47
4537,0.5,1.5,33
4538,0.5,1.5,48
4539,0.5,1.5,38
4540,0.5,1.5,52
4541,0.5,1.5,41
4542,0.5,1.5,36
4543,0.5,1.5,32
4544,0.5,1.5,34
4545,0.5,1.5,44
4546,0.5,1.5,46
4547,0.5,1.5,34
4548,0.5,1.5,34
4549,0.5,1.5,38
4550,0.5,1.5,33
4551,0.5,1.5,45
4552,0.5,1.5,43
4553,0.5,1.5,31
4554,0.5,1.5,44
4555,0.5,1.5,35
4556,0.5,1.5,44
4557,0.5,1.5,42
4558,0.5,1.5,30
4559,0.5,1.5,40
4560,0.5,1.5,40
4561,0.5,1.5,38
4562,0.5,1.5,27
4563,0.5,1.5,30
4564,0.5,1.5,23
4565,0.5,1.5,33
4566,0.5,1.5,36
4567,0.5,1.5,59
4568,0.5,1.5,31
4569,0.5,1.5,36
4570,0.5,1.5,37
4571,0.5,1.5,34
4572,0.5,1.5,39
4573,0.5,1.5,43
4574,0.5,1.5,35
4575,0.5,1.5,41
4576,0.5,1.5,27
4577,0.5,1.5,41
4578,0.5,1.5,31
4579,0.5,1.5,31
4580,0.5,1.5,31
4581,0.5,1.5,35
4582,0.5,1.5,29
4583,0.5,1.5,34
4584,0.5,1.5,24
4585,0.5,1.5,42
4586,0.5,1.5,34
4587,0.5,1.5,25
4588,0.5,1.5,37
4589,0.5,1.5,39
4590,0.5,1.5,38
4591,0.5,1.5,47
4592,0.5,1.5,39
4593,0.5,1.5,35
4594,0.5,1.5,32
4595,0.5,1.5,25
4596,0.5,1.5,21
4597,0.5,1.5,25
4598,0.5,1.5,34
4599,0.5,1.5,42
4600,0.5,1.5,38
4601,0.5,1.5,40
4602,0.5,1.5,24
4603,0.5,1.5,30
4604,0.5,1.5,34
4605,0.5,1.5,40
4606,0.5,1.5,37
4607,0.5,1.5,35
4608,0.5,1.5,41
4609,0.5,1.5,31
4610,0.5,1.5,32
4611,0.5,1.5,41
4612,0.5,1.5,37
4613,0.5,1.5,37
4614,0.5,1.5,34
4615,0.5,1.5,25
4616,0.5,1.5,27
4617,0.5,1.5,30
4618,0.5,1.5,30
4619,0.5,1.5,31
4620,0.5,1.5,34
4621,0.5,1.5,25
4622,0.5,1.5,45
4623,0.5,1.5,33
4624,0.5,1.5,33
4625,0.5,1.5,40
4626,0.5,1.5,26
4627,0.5,1.5,33
4628,0.5,1.5,35
4629,0.5,1.5,29
4630,0.5,1.5,37
4631,0.5,1.5,40
4632,0.5,1.5,44
4633,0.5,1.5,35
4634,0.5,1.5,42
4635,0.5,1.5,30
4636,0.5,1.5,34
4637,0.5,1.5,32
4638,0.5,1.5,45
4639,0.5,1.5,24
4640,0.5,1.5,39
4641,0.5,1.5,33
4642,0.5,1.5,37
4643,0.5,1.5,32
4644,0.5,1.5,40
4645,0.5,1.5,30
4646,0.5,1.5,37
4647,0.5,1.5,28
4648,0.5,1.5,34
4649,0.5,1.5,16
4650,0.5,1.5,24
4651,0.5,1.5,34
4652,0.5,1.5,29
4653,0.5,1.5,27
4654,0.5,1.5,37
4655,0.5,1.5,34
4656,0.5,1.5,38
4657,0.5,1.5,25
4658,0.5,1.5,28
4659,0.5,1.5,32
4660,0.5,1.5,33
4661,0.5,1.5,52
4662,0.5,1.5,37
4663,0.5,1.5,37
4664,0.5,1.5,30
4665,0.5,1.5,31
4666,0.5,1.5,45
4667,0.5,1.5,38
4668,0.5,1.5,29
4669,0.5,1.5,32
4670,0.5,1.5,20
4671,0.5,1.5,43
4672,0.5,1.5,27
4673,0.5,1.5,29
4674,0.5,1.5,37
4675,0.5,1.5,37
4676,0.5,1.5,29
4677,0.5,1.5,30
4678,0.5,1.5,31
4679,0.5,1.5,26
4680,0.5,1.5,35
4681,0.5,1.5,32
4682,0.5,1.5,38
4683,0.5,1.5,45
4684,0.5,1.5,35
4685,0.5,1.5,36
4686,0.5,1.5,29
4687,0.5,1.5,44
4688,0.5,1.5,38
4689,0.5,1.5,45
4690,0.5,1.5,49
4691,0.5,1.5,46
4692,0.5,1.5,35
4693,0.5,1.5,41
4694,0.5,1.5,35
4695,0.5,1.5,33
4696,0.5,1.5,31
4697,0.5,1.5,38
4698,0.5,1.5,35
4699,0.5,1.5,31
4700,0.5,1.5,24
4701,0.5,1.5,37
4702,0.5,1.5,32
4703,0.5,1.5,35
4704,0.5,1.5,24
4705,0.5,1.5,26
4706,0.5,1.5,27
4707,0.5,1.5,38
4708,0.5,1.5,35
4709,0.5,1.5,39
4710,0.5,1.5,39
4711,0.5,1.5,34
4712,0.5,1.5,34
4713,0.5,1.5,50
4714,0.5,1.5,33
4715,0.5,1.5,28
4716,0.5,1.5,28
4717,0.5,1.5,26
4718,0.5,1.5,46
4719,0.5,1.5,27
4720,0.5,1.5,36
4721,0.5,1.5,27
4722,0.5,1.5,24
4723,0.5,1.5,31
4724,0.5,1.5,43
4725,0.5,1.5,27
4726,0.5,1.5,40
4727,0.5,1.5,30
4728,0.5,1.5,35
4729,0.5,1.5,20
4730,0.5,1.5,27
4731,0.5,1.5,26
4732,0.5,1.5,34
4733,0.5,1.5,41
4734,0.5,1.5,27
4735,0.5,1.5,35
4736,0.5,1.5,41
4737,0.5,1.5,35
4738,0.5,1.5,32
4739,0.5,1.5,36
4740,0.5,1.5,41
4741,0.5,1.5,43
4742,0.5,1.5,31
4743,0.5,1.5,36
4744,0.5,1.5,45
4745,0.5,1.5,34
4746,0.5,1.5,41
4747,0.5,1.5,21
4748,0.5,1.5,38
4749,0.5,1.5,30
4750,0.5,1.5,44
4751,0.5,1.5,30
4752,0.5,1.5,34
4753,0.5,1.5,28
4754,0.5,1.5,28
4755,0.5,1.5,28
4756,0.5,1.5,28
4757,0.5,1.5,20
4758,0.5,1.5,35
4759,0.5,1.5,26
4760,0.5,1.5,30
4761,0.5,1.5,47
4762,0.5,1.5,33
4763,0.5,1.5,39
4764,0.5,1.5,34
4765,0.5,1.5,34
4766,0.5,1.5,34
4767,0.5,1.5,24
4768,0.5,1.5,40
4769,0.5,1.5,33
4770,0.5,1.5,33
4771,0.5,1.5,30
4772,0.5,1.5,35
4773,0.5,1.5,33
4774,0.5,1.5,37
4775,0.5,1.5,40
4776,0.5,1.5,34
4777,0.5,1.5,24
4778,0.5,1.5,37
4779,0.5,1.5,27
4780,0.5,1.5,45
4781,0.5,1.5,27
4782,0.5,1.5,44
4783,0.5,1.5,31
4784,0.5,1.5,37
4785,0.5,1.5,39
4786,0.5,1.5,30
4787,0.5,1.5,34
